action_time,action_type,actor_id,actor_type,attrs,channel_id,channel_type,object_id,object_type,theme,partition_time,txn_amt,txn_fee_amt,trans_type,target_bank_code,target_acct_nbr,address_zipcode,machine_bank_code
3696987601,withdraw,2,customer_id,"""{\""action\"": {\""txn_amt\"": 1120.0260982410975, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""B_bank\"", \""target_acct_nbr\"": \""XABJSQYUOPDWVLSHEJIR\""}, \""channel\"": {\""address_zipcode\"": 325471, \""machine_bank_code\"": \""B_bank\""}}"",3696969600",AIWDGCAEFNILSUPRBIUG,ATM,QIFLNTDWHEDIQLIXJARB,saving_acct,atm,3696969600,1120.026098,15,trans_out,B_bank,XABJSQYUOPDWVLSHEJIR,325471,B_bank
3696987601,withdraw,27,customer_id,"""{\""action\"": {\""txn_amt\"": 1120.0260982410975, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""B_bank\"", \""target_acct_nbr\"": \""XABJSQYUOPDWVLSHEJIR\""}, \""channel\"": {\""address_zipcode\"": 325471, \""machine_bank_code\"": \""B_bank\""}}"",3696969600",AIWDGCAEFNILSUPRBIUG,ATM,QIFLNTDWHEDIQLIXJARB,saving_acct,atm,3696969600,1120.026098,15,trans_out,B_bank,XABJSQYUOPDWVLSHEJIR,325471,B_bank
3696989866,inquire,18,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""A_bank\"", \""target_acct_nbr\"": \""TIVVZNDCXHFHHRLJHRWI\""}, \""channel\"": {\""address_zipcode\"": 372711, \""machine_bank_code\"": \""B_bank\""}}"",3696969600",JROXTGQROKPUWKDYBHFN,ATM,UYBSLEPGPNBDZKAFEXHC,saving_acct,atm,3696969600,0,0,trans_out,A_bank,TIVVZNDCXHFHHRLJHRWI,372711,B_bank
3696989866,inquire,43,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""A_bank\"", \""target_acct_nbr\"": \""TIVVZNDCXHFHHRLJHRWI\""}, \""channel\"": {\""address_zipcode\"": 372711, \""machine_bank_code\"": \""B_bank\""}}"",3696969600",JROXTGQROKPUWKDYBHFN,ATM,UYBSLEPGPNBDZKAFEXHC,saving_acct,atm,3696969600,0,0,trans_out,A_bank,TIVVZNDCXHFHHRLJHRWI,372711,B_bank
3696996163,withdraw,19,customer_id,"""{\""action\"": {\""txn_amt\"": 306.5136505034991, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""B_bank\"", \""target_acct_nbr\"": \""WIKALDCFXHBGDNJWOQTL\""}, \""channel\"": {\""address_zipcode\"": 598303, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",NQIKIVKGFTDPXJDURGBG,ATM,YMQYMHENIOVHVAFLSOVE,saving_acct,atm,3696969600,306.5136505,15,trans_out,B_bank,WIKALDCFXHBGDNJWOQTL,598303,Cathay
3696996163,withdraw,44,customer_id,"""{\""action\"": {\""txn_amt\"": 306.5136505034991, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""B_bank\"", \""target_acct_nbr\"": \""WIKALDCFXHBGDNJWOQTL\""}, \""channel\"": {\""address_zipcode\"": 598303, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",NQIKIVKGFTDPXJDURGBG,ATM,YMQYMHENIOVHVAFLSOVE,saving_acct,atm,3696969600,306.5136505,15,trans_out,B_bank,WIKALDCFXHBGDNJWOQTL,598303,Cathay
3696997654,inquire,12,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""IIOGTHHGGHUSRUFMQFTJ\""}, \""channel\"": {\""address_zipcode\"": 154843, \""machine_bank_code\"": \""A_bank\""}}"",3696969600",DOTXGIZJIQLQOOEXVWMO,ATM,BALTRIONOBTAINZZQUDA,saving_acct,atm,3696969600,0,0,trans_out,Cathay,IIOGTHHGGHUSRUFMQFTJ,154843,A_bank
3696997654,inquire,37,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""IIOGTHHGGHUSRUFMQFTJ\""}, \""channel\"": {\""address_zipcode\"": 154843, \""machine_bank_code\"": \""A_bank\""}}"",3696969600",DOTXGIZJIQLQOOEXVWMO,ATM,BALTRIONOBTAINZZQUDA,saving_acct,atm,3696969600,0,0,trans_out,Cathay,IIOGTHHGGHUSRUFMQFTJ,154843,A_bank
3697002955,inquire,22,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""ZJHTWGJIVTNZBWIMSOWR\""}, \""channel\"": {\""address_zipcode\"": 325471, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",XJUYRUDSXNFARWGXCPRG,ATM,UOOANTUJPFKFUPXNOPLO,saving_acct,atm,3696969600,0,0,trans_out,Cathay,ZJHTWGJIVTNZBWIMSOWR,325471,Cathay
3697002955,inquire,47,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""ZJHTWGJIVTNZBWIMSOWR\""}, \""channel\"": {\""address_zipcode\"": 325471, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",XJUYRUDSXNFARWGXCPRG,ATM,UOOANTUJPFKFUPXNOPLO,saving_acct,atm,3696969600,0,0,trans_out,Cathay,ZJHTWGJIVTNZBWIMSOWR,325471,Cathay
3697003268,inquire,14,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""JPRHQNPVAIMIDMDCGJJU\""}, \""channel\"": {\""address_zipcode\"": 100807, \""machine_bank_code\"": \""B_bank\""}}"",3696969600",LCSIDCMQJOMHRUYPPYAJ,ATM,LXAZGEBYYHJDEUSLIQDL,saving_acct,atm,3696969600,0,0,trans_out,Cathay,JPRHQNPVAIMIDMDCGJJU,100807,B_bank
3697003268,inquire,39,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""JPRHQNPVAIMIDMDCGJJU\""}, \""channel\"": {\""address_zipcode\"": 100807, \""machine_bank_code\"": \""B_bank\""}}"",3696969600",LCSIDCMQJOMHRUYPPYAJ,ATM,LXAZGEBYYHJDEUSLIQDL,saving_acct,atm,3696969600,0,0,trans_out,Cathay,JPRHQNPVAIMIDMDCGJJU,100807,B_bank
3697007080,inquire,20,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""QWSWNJAJEGCXLCQPLMFM\""}, \""channel\"": {\""address_zipcode\"": 607621, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",SSSYSKMFJIRYMXXRGRFF,ATM,KCUDJACRUNWXQGEFRTQA,saving_acct,atm,3696969600,0,0,trans_out,Cathay,QWSWNJAJEGCXLCQPLMFM,607621,Cathay
3697007080,inquire,45,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""QWSWNJAJEGCXLCQPLMFM\""}, \""channel\"": {\""address_zipcode\"": 607621, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",SSSYSKMFJIRYMXXRGRFF,ATM,KCUDJACRUNWXQGEFRTQA,saving_acct,atm,3696969600,0,0,trans_out,Cathay,QWSWNJAJEGCXLCQPLMFM,607621,Cathay
3697007734,transfer,25,customer_id,"""{\""action\"": {\""txn_amt\"": 2149.803120701222, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""RMQSVZVAIKUOVDCVQNSC\""}, \""channel\"": {\""address_zipcode\"": 62751, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",RAANBBYPFNMGRDCQETZW,ATM,FWXBSJDOWYGQPFNCZLXN,saving_acct,atm,3696969600,2149.803121,15,trans_in,Cathay,RMQSVZVAIKUOVDCVQNSC,62751,Cathay
3697007734,transfer,50,customer_id,"""{\""action\"": {\""txn_amt\"": 2149.803120701222, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""RMQSVZVAIKUOVDCVQNSC\""}, \""channel\"": {\""address_zipcode\"": 62751, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",RAANBBYPFNMGRDCQETZW,ATM,FWXBSJDOWYGQPFNCZLXN,saving_acct,atm,3696969600,2149.803121,15,trans_in,Cathay,RMQSVZVAIKUOVDCVQNSC,62751,Cathay
3697008510,withdraw,24,customer_id,"""{\""action\"": {\""txn_amt\"": 504.3065988671437, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""B_bank\"", \""target_acct_nbr\"": \""AGJQIDBMIZRVUSDRICVK\""}, \""channel\"": {\""address_zipcode\"": 99541, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",DFBTLNYHSQQJQUENILSO,ATM,VWGYTZQNNTBBFSQORXME,saving_acct,atm,3696969600,504.3065989,15,trans_out,B_bank,AGJQIDBMIZRVUSDRICVK,99541,Cathay
3697008510,withdraw,49,customer_id,"""{\""action\"": {\""txn_amt\"": 504.3065988671437, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""B_bank\"", \""target_acct_nbr\"": \""AGJQIDBMIZRVUSDRICVK\""}, \""channel\"": {\""address_zipcode\"": 99541, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",DFBTLNYHSQQJQUENILSO,ATM,VWGYTZQNNTBBFSQORXME,saving_acct,atm,3696969600,504.3065989,15,trans_out,B_bank,AGJQIDBMIZRVUSDRICVK,99541,Cathay
3697009930,transfer,12,customer_id,"""{\""action\"": {\""txn_amt\"": 243.0494662775841, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""KDDLYBAXEUXXMKNGBIDU\""}, \""channel\"": {\""address_zipcode\"": 792991, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",SEDGFPKZFYCDNEGJJIAF,ATM,IMCCXLZNUXQQPLRRERXP,saving_acct,atm,3696969600,243.0494663,15,trans_in,Cathay,KDDLYBAXEUXXMKNGBIDU,792991,Cathay
3697009930,transfer,37,customer_id,"""{\""action\"": {\""txn_amt\"": 243.0494662775841, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""KDDLYBAXEUXXMKNGBIDU\""}, \""channel\"": {\""address_zipcode\"": 792991, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",SEDGFPKZFYCDNEGJJIAF,ATM,IMCCXLZNUXQQPLRRERXP,saving_acct,atm,3696969600,243.0494663,15,trans_in,Cathay,KDDLYBAXEUXXMKNGBIDU,792991,Cathay
3697011017,transfer,2,customer_id,"""{\""action\"": {\""txn_amt\"": 1089.3521729280637, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""B_bank\"", \""target_acct_nbr\"": \""DPRUEYODMTOAYVTFPFJF\""}, \""channel\"": {\""address_zipcode\"": 108571, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",CYVCDIKDJGKXZUFNWIKX,ATM,SWOWDLNVNCIPFAAUQDTO,saving_acct,atm,3696969600,1089.352173,15,trans_in,B_bank,DPRUEYODMTOAYVTFPFJF,108571,Cathay
3697011017,transfer,27,customer_id,"""{\""action\"": {\""txn_amt\"": 1089.3521729280637, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""B_bank\"", \""target_acct_nbr\"": \""DPRUEYODMTOAYVTFPFJF\""}, \""channel\"": {\""address_zipcode\"": 108571, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",CYVCDIKDJGKXZUFNWIKX,ATM,SWOWDLNVNCIPFAAUQDTO,saving_acct,atm,3696969600,1089.352173,15,trans_in,B_bank,DPRUEYODMTOAYVTFPFJF,108571,Cathay
3697012838,transfer,11,customer_id,"""{\""action\"": {\""txn_amt\"": 129.25693562653345, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""YOCLUBKLFKHMEQIFQTWQ\""}, \""channel\"": {\""address_zipcode\"": 73171, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",XYWHBMHSFUTNFRKHXUIR,ATM,WXFSEAGJWADIJZYCYQRO,saving_acct,atm,3696969600,129.2569356,15,trans_in,Cathay,YOCLUBKLFKHMEQIFQTWQ,73171,Cathay
3697012838,transfer,36,customer_id,"""{\""action\"": {\""txn_amt\"": 129.25693562653345, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""YOCLUBKLFKHMEQIFQTWQ\""}, \""channel\"": {\""address_zipcode\"": 73171, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",XYWHBMHSFUTNFRKHXUIR,ATM,WXFSEAGJWADIJZYCYQRO,saving_acct,atm,3696969600,129.2569356,15,trans_in,Cathay,YOCLUBKLFKHMEQIFQTWQ,73171,Cathay
3697014116,inquire,6,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""FZZMXBZHMYXDKWGYPLYY\""}, \""channel\"": {\""address_zipcode\"": 205663, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",MIGWCNAWKADTCYWLVNGF,ATM,NHZRXIGTNXKKZUOPGOQW,saving_acct,atm,3696969600,0,0,trans_out,Cathay,FZZMXBZHMYXDKWGYPLYY,205663,Cathay
3697014116,inquire,31,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""FZZMXBZHMYXDKWGYPLYY\""}, \""channel\"": {\""address_zipcode\"": 205663, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",MIGWCNAWKADTCYWLVNGF,ATM,NHZRXIGTNXKKZUOPGOQW,saving_acct,atm,3696969600,0,0,trans_out,Cathay,FZZMXBZHMYXDKWGYPLYY,205663,Cathay
3697014372,withdraw,20,customer_id,"""{\""action\"": {\""txn_amt\"": 484.50865584971683, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""WNIVPESANMWKANXKTUEX\""}, \""channel\"": {\""address_zipcode\"": 61257, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",XUYXBZNUSDCHRLOMFPGD,ATM,KBNUQCDTDHNIJYJLJZJI,saving_acct,atm,3696969600,484.5086558,15,trans_out,Cathay,WNIVPESANMWKANXKTUEX,61257,Cathay
3697014372,withdraw,45,customer_id,"""{\""action\"": {\""txn_amt\"": 484.50865584971683, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""WNIVPESANMWKANXKTUEX\""}, \""channel\"": {\""address_zipcode\"": 61257, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",XUYXBZNUSDCHRLOMFPGD,ATM,KBNUQCDTDHNIJYJLJZJI,saving_acct,atm,3696969600,484.5086558,15,trans_out,Cathay,WNIVPESANMWKANXKTUEX,61257,Cathay
3697015611,transfer,21,customer_id,"""{\""action\"": {\""txn_amt\"": 770.6342823015345, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""HZLJSLQWJEKHXDLWHRRZ\""}, \""channel\"": {\""address_zipcode\"": 225151, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",YEXDDAQWLXWDIJVIZSIF,ATM,DWIPGGCWJAJTDSBSILZF,saving_acct,atm,3696969600,770.6342823,15,trans_in,Cathay,HZLJSLQWJEKHXDLWHRRZ,225151,Cathay
3697015611,transfer,46,customer_id,"""{\""action\"": {\""txn_amt\"": 770.6342823015345, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""HZLJSLQWJEKHXDLWHRRZ\""}, \""channel\"": {\""address_zipcode\"": 225151, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",YEXDDAQWLXWDIJVIZSIF,ATM,DWIPGGCWJAJTDSBSILZF,saving_acct,atm,3696969600,770.6342823,15,trans_in,Cathay,HZLJSLQWJEKHXDLWHRRZ,225151,Cathay
3697015899,inquire,21,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""A_bank\"", \""target_acct_nbr\"": \""KSXFNCLFDJQEQBRCBDPK\""}, \""channel\"": {\""address_zipcode\"": 153273, \""machine_bank_code\"": \""A_bank\""}}"",3696969600",ABGMSZESRDDLZANGLULK,ATM,FFORMPKYBBEJHYQUIXVK,saving_acct,atm,3696969600,0,0,trans_out,A_bank,KSXFNCLFDJQEQBRCBDPK,153273,A_bank
3697015899,inquire,46,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""A_bank\"", \""target_acct_nbr\"": \""KSXFNCLFDJQEQBRCBDPK\""}, \""channel\"": {\""address_zipcode\"": 153273, \""machine_bank_code\"": \""A_bank\""}}"",3696969600",ABGMSZESRDDLZANGLULK,ATM,FFORMPKYBBEJHYQUIXVK,saving_acct,atm,3696969600,0,0,trans_out,A_bank,KSXFNCLFDJQEQBRCBDPK,153273,A_bank
3697016853,withdraw,15,customer_id,"""{\""action\"": {\""txn_amt\"": 4551.858926647318, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""C_bank\"", \""target_acct_nbr\"": \""GDXKVKTJSXIYAGVAAPHH\""}, \""channel\"": {\""address_zipcode\"": 699733, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",MBNZYQKLLZIVCAMXSGVW,ATM,LLFCMXDZYFKXZVXFOEYT,saving_acct,atm,3696969600,4551.858927,15,trans_out,C_bank,GDXKVKTJSXIYAGVAAPHH,699733,Cathay
3697016853,withdraw,40,customer_id,"""{\""action\"": {\""txn_amt\"": 4551.858926647318, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""C_bank\"", \""target_acct_nbr\"": \""GDXKVKTJSXIYAGVAAPHH\""}, \""channel\"": {\""address_zipcode\"": 699733, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",MBNZYQKLLZIVCAMXSGVW,ATM,LLFCMXDZYFKXZVXFOEYT,saving_acct,atm,3696969600,4551.858927,15,trans_out,C_bank,GDXKVKTJSXIYAGVAAPHH,699733,Cathay
3697023472,withdraw,5,customer_id,"""{\""action\"": {\""txn_amt\"": 1138.1118592509904, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""A_bank\"", \""target_acct_nbr\"": \""WLZVYYJKMAAJMLZQOEXN\""}, \""channel\"": {\""address_zipcode\"": 825373, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",ARNSTYYLTNGELPTSTNAK,ATM,GBDAASCSWHFQJOCSUTUB,saving_acct,atm,3696969600,1138.111859,15,trans_out,A_bank,WLZVYYJKMAAJMLZQOEXN,825373,Cathay
